Center,Country,lat,lon,tweet20111,tweet20112,tweet20113,tweet20114,tweet20115,tweet20116,tweet20117,tweet20118,tweet20119,tweet201110,tweet201111,tweet201112,tweet20121,tweet20122,tweet20123,tweet20124,tweet20125,tweet20126,tweet20127,tweet20128,tweet20129,tweet201210,tweet201211,tweet201212,tweet20131,tweet20132,tweet20133,tweet20134,tweet20135,tweet20136,tweet20137,tweet20138,tweet20139,tweet201310,tweet201311,tweet201312,tweet20141,tweet20142,tweet20143,tweet20144,tweet20145,tweet20146,tweet20147,tweet20148,tweet20149,tweet201410,tweet201411,tweet201412,actor20111,actor20112,actor20113,actor20114,actor20115,actor20116,actor20117,actor20118,actor20119,actor201110,actor201111,actor201112,actor20121,actor20122,actor20123,actor20124,actor20125,actor20126,actor20127,actor20128,actor20129,actor201210,actor201211,actor201212,actor20131,actor20132,actor20133,actor20134,actor20135,actor20136,actor20137,actor20138,actor20139,actor201310,actor201311,actor201312,actor20141,actor20142,actor20143,actor20144,actor20145,actor20146,actor20147,actor20148,actor20149,actor201410,actor201411,actor201412
Dallas,United States,32.7766642,-96.7969879,0,0,0,0,0,0,0,0,8,396,532,801,985,852,902,1071,1064,1334,1164,1478,1634,2337,2379,2528,2598,2251,3654,3083,2704,3300,3861,4002,3353,4517,5677,6746,8124,7182,10845,11168,11011,11339,5070,0,0,0,0,0,0,0,0,0,0,0,0,0,6,226,280,432,505,462,558,579,553,691,609,752,785,1177,1079,1115,1182,1038,1496,1183,1176,1523,1639,1587,1504,2081,2385,2835,3001,2862,4361,4309,3716,3838,1851,0,0,0,0,0
Madrid,Spain,40.4167754,-3.7037902000000003,0,0,0,0,0,0,0,0,111,1853,3631,5018,5044,5425,6489,6801,8609,8064,8344,7621,14943,17867,22143,23292,20335,19834,20317,25288,26127,27464,21647,18608,30521,35136,38669,53615,52819,48559,55752,56922,67217,66717,30784,0,0,0,0,0,0,0,0,0,0,0,0,0,24,828,1290,2030,1985,2185,2655,2825,3296,3292,3615,3504,5988,6690,7590,8576,7036,6781,6703,7547,7913,8184,6643,5441,8422,9282,11201,15319,12522,11829,13164,13450,14660,14752,8365,0,0,0,0,0
Nanjing,China,32.060255,118.796877,0,0,0,0,0,0,0,0,0,18,14,20,34,34,21,14,23,36,40,27,31,68,108,210,68,88,68,81,62,75,68,91,173,84,110,118,80,59,107,337,344,189,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,11,9,14,12,11,14,20,19,20,21,26,29,40,29,31,35,33,33,38,31,42,50,32,49,53,49,37,47,80,71,64,37,0,0,0,0,0
Shenyang,China,41.805699,123.431472,0,0,0,0,0,0,0,0,0,1,4,1,3,9,6,26,11,7,8,4,14,42,27,20,27,44,29,29,22,15,9,39,35,57,60,80,29,27,120,201,224,46,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,7,4,7,5,6,8,3,11,12,11,8,7,18,11,12,10,6,7,16,12,20,21,15,18,16,24,39,43,24,13,0,0,0,0,0
Xi'an,China,34.341575,108.93977,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,3,2,1,0,4,6,6,1,0,7,3,3,5,3,5,12,6,5,4,20,12,10,15,16,34,40,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,3,2,1,0,3,2,2,1,0,4,2,3,2,1,5,7,3,4,2,11,8,6,10,10,16,11,11,0,0,0,0,0
San Francisco,United States,37.7749295,-122.4194155,0,0,0,0,0,0,0,0,361,2699,3335,4120,4595,4315,5750,5352,5956,8347,6554,7866,8454,10314,7182,8034,7742,8123,10084,10098,11097,13479,12973,14034,14572,13329,16605,18315,18726,20064,28221,29790,32396,39864,14233,0,0,0,0,0,0,0,0,0,0,0,0,0,138,1232,1519,1965,2098,2016,2628,2532,2693,3556,3044,3372,3781,4256,3159,3369,3408,3432,4086,4116,4482,5435,5259,5525,5557,5269,6467,7223,6960,7244,10048,10574,10907,12345,5967,0,0,0,0,0
Luanda,Angola,-8.839987599999999,13.289436800000002,0,0,0,0,0,0,0,0,0,18,1,16,23,12,7,21,17,35,31,25,35,83,50,53,87,70,87,58,45,80,30,128,81,111,129,209,355,294,234,229,391,308,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,7,5,7,9,7,4,14,14,17,27,30,30,34,38,31,34,28,21,19,26,24,37,43,83,94,77,64,82,111,112,72,0,0,0,0,0
Qingdao,China,36.067108000000005,120.382609,0,0,0,0,0,0,0,0,3,2,2,3,5,6,2,7,20,19,12,15,11,10,23,14,23,15,19,28,29,36,24,34,25,30,69,36,40,110,73,100,66,90,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,5,2,2,4,5,13,6,7,9,6,15,6,10,8,12,14,15,13,12,22,13,15,22,11,14,19,26,32,38,41,16,0,0,0,0,0
Miami,United States,25.7616798,-80.1917902,0,0,0,0,0,0,0,0,6,318,575,776,1165,1030,1675,1486,1288,1527,1461,1541,1505,1755,1996,2646,2901,2134,3664,2776,2646,3461,3549,3676,3266,3790,5134,8340,10050,11132,14455,12530,11756,12007,6053,0,0,0,0,0,0,0,0,0,0,0,0,0,4,171,293,436,566,500,853,770,694,859,764,745,739,830,899,1103,1219,928,1559,1105,1109,1475,1418,1476,1238,1402,1761,2680,2810,2874,4481,3569,3458,3517,1916,0,0,0,0,0
Houston,United States,29.7604267,-95.36980279999999,0,0,0,0,0,0,0,0,3,309,460,600,830,669,1051,1174,1196,1123,1150,1350,1536,2047,2135,2008,2162,2272,2918,2895,2768,2738,3246,3239,3889,4026,5390,6647,8218,9060,11028,11471,12036,11716,4736,0,0,0,0,0,0,0,0,0,0,0,0,0,3,150,243,331,431,397,555,578,616,629,655,687,778,989,904,926,936,1034,1110,1067,1141,1284,1309,1323,1391,1542,1974,2485,2495,2699,3453,3414,3597,3743,1873,0,0,0,0,0
Bandung,Indonesia,-6.917463900000001,107.61912279999999,0,0,0,0,0,0,0,0,5,63,111,282,255,366,392,423,525,867,1544,1731,2131,2791,3279,5352,6270,7601,8244,8732,10983,13704,16901,19999,19865,20566,23067,33753,32593,25923,29315,28834,29162,29923,14101,0,0,0,0,0,0,0,0,0,0,0,0,0,4,36,61,135,141,180,183,188,288,442,603,837,916,1119,1294,2039,2291,2487,2853,3138,3837,4617,5083,6239,6236,6858,7177,10354,9462,8006,8712,8290,8401,8179,4391,0,0,0,0,0
Riyadh,Saudi Arabia,24.7135517,46.67529570000001,0,0,0,0,0,0,0,0,9,121,231,347,413,569,606,895,1030,1288,2107,3355,5182,5856,8203,7728,7818,6721,7101,7988,8278,7772,7670,8015,12103,11200,14055,27097,24873,17939,21656,23292,24181,21974,8426,0,0,0,0,0,0,0,0,0,0,0,0,0,3,87,119,170,207,264,307,368,397,460,726,945,1270,1323,1719,1839,1989,1700,1743,1943,1993,1966,1743,1740,2460,2517,3192,4867,4325,3130,3592,4033,3874,3507,1603,0,0,0,0,0
Pune,India,18.5204303,73.85674370000001,0,0,0,0,0,0,0,0,0,13,10,41,41,43,44,40,76,80,83,109,166,180,203,156,223,173,284,688,983,1118,711,286,543,548,688,1082,906,650,951,1219,1284,1667,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,25,26,30,29,24,42,39,58,64,85,97,104,92,111,94,78,93,92,91,97,110,133,141,205,310,275,189,246,330,348,365,197,0,0,0,0,0
Singapore,Singapore,1.3553794,103.8677444,0,0,0,0,0,0,0,0,5,563,1150,1656,2331,2125,2141,2230,2638,2414,2625,2746,2721,3617,3713,4112,4229,3866,4284,5122,5061,4899,4008,3391,3713,4569,5505,8688,9559,8869,11154,16366,20717,21016,10974,0,0,0,0,0,0,0,0,0,0,0,0,0,4,292,476,737,897,899,923,929,999,1016,1113,1115,1122,1178,1227,1331,1309,1182,1147,1199,1239,1147,995,904,949,1028,1518,2337,2110,1843,2071,2530,3145,3682,2438,0,0,0,0,0
Philadelphia,United States,39.9525839,-75.1652215,0,0,0,0,0,0,0,0,37,1014,1358,1903,2417,2412,2280,2580,2628,2638,2706,2989,3433,4232,4156,4213,4444,3968,5095,6359,6954,8037,8614,8212,9774,11280,14288,19321,22039,21648,24729,26101,26639,26863,12736,0,0,0,0,0,0,0,0,0,0,0,0,0,14,450,597,766,961,953,1079,1180,1145,1234,1275,1412,1639,1702,1796,1721,1870,1653,1883,2137,2202,2503,2645,2830,3076,3187,3905,4723,5261,4992,6094,6288,6340,6236,3469,0,0,0,0,0
Surat,India,21.1702401,72.83106070000001,0,0,0,0,0,0,0,0,0,2,5,9,9,4,14,24,29,19,82,49,68,153,121,156,99,79,129,102,98,92,110,156,148,140,243,509,528,304,440,623,542,424,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,7,4,11,16,16,15,33,36,39,45,49,56,47,54,51,51,55,60,51,53,70,60,92,151,153,99,94,150,154,146,86,0,0,0,0,0
Milan,Italy,45.465421899999996,9.1859243,0,0,0,0,0,0,0,0,28,636,1492,1813,2755,3568,3701,3989,3949,3820,2900,1711,3920,5529,5567,5742,5467,5423,4854,6399,7186,7273,6505,3987,7854,8389,10092,11714,12569,14519,17387,16816,20509,18204,6887,0,0,0,0,0,0,0,0,0,0,0,0,0,14,354,632,823,1135,1416,1567,1691,1649,1593,1269,886,1671,2005,2109,2201,1988,2037,1835,2190,2419,2483,1934,1200,2403,2584,3051,3383,3156,3569,4137,4345,4561,4820,2155,0,0,0,0,0
Suzhou,China,31.298979,120.58528999999999,0,0,0,0,0,0,0,0,0,2,0,2,5,9,55,9,21,20,10,18,17,43,18,25,26,28,19,39,57,23,36,26,39,46,40,32,36,45,43,58,78,56,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,5,12,8,11,9,7,9,11,21,12,15,15,17,14,13,19,12,19,15,16,23,20,16,23,20,20,19,33,27,22,0,0,0,0,0
Saint Petersburg,Russia,59.9342802,30.335098600000002,0,0,0,0,0,0,0,0,37,593,1004,1778,1800,2257,2291,2857,3484,3408,3305,3362,4260,4462,4224,4433,3516,2941,3692,3859,5190,4942,4270,4124,5027,5325,5892,6311,6427,6219,8553,10040,10298,11161,5462,0,0,0,0,0,0,0,0,0,0,0,0,0,15,255,400,616,676,779,878,996,1183,1214,1256,1213,1406,1556,1529,1536,1332,1224,1317,1364,1603,1570,1496,1434,1587,1691,1860,1900,1807,1657,2392,2640,2967,2895,1777,0,0,0,0,0
Khartoum,Sudan,15.5006544,32.5598994,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,5,6,10,9,7,20,37,24,36,27,81,25,75,181,275,219,145,128,202,293,390,376,264,247,257,239,539,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,4,5,8,8,5,10,14,14,19,17,11,14,32,31,67,70,58,53,70,75,132,114,77,94,95,84,109,64,0,0,0,0,0
Atlanta,United States,33.7489954,-84.3879824,0,0,0,0,0,0,0,0,31,571,896,1264,1801,1473,2020,1893,1957,2156,2217,2325,3108,2741,2695,2643,4004,2456,3258,4509,3078,3993,3996,5471,5736,6469,6339,8892,10402,12993,14566,14495,15310,15259,6758,0,0,0,0,0,0,0,0,0,0,0,0,0,16,329,455,629,915,779,1077,1023,1035,1180,1178,1228,1585,1360,1367,1410,1939,1216,1401,1974,1518,1969,1970,2387,2330,2330,2320,3272,3368,3717,4515,4843,5406,5054,2814,0,0,0,0,0
Zhengzhou,China,34.746611,113.625328,0,0,0,0,0,0,0,0,0,6,3,6,6,6,5,9,6,23,17,27,18,14,14,21,33,30,34,28,33,49,24,40,48,65,96,86,95,111,96,77,104,73,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,4,4,5,6,6,5,7,6,5,7,12,5,11,13,10,7,9,13,13,15,10,13,16,14,16,20,22,17,17,26,8,0,0,0,0,0
"Washington, D.C.",United States,38.9071923,-77.03687070000001,0,0,0,0,0,0,0,0,47,1390,1989,2602,2976,2940,4418,4540,4341,5014,5601,4739,5587,5984,6272,5394,8376,5959,8118,9179,9500,11100,13587,13794,16243,20107,21113,23501,28715,31792,41707,46453,46087,47059,20174,0,0,0,0,0,0,0,0,0,0,0,0,0,18,681,919,1183,1348,1299,2057,2144,2096,2292,2617,2251,2526,2762,2764,2501,3439,2584,3324,3600,3606,4324,4450,4096,4069,4464,5091,6100,6633,6861,9431,10493,9941,10144,5583,0,0,0,0,0
Surabaya,Indonesia,-7.2574719,112.7520883,0,0,0,0,0,0,0,0,2,45,54,145,135,184,228,266,345,463,807,1075,1213,1539,1952,2999,3288,3251,3667,4400,5887,6759,8414,9028,8869,9716,11583,15485,15398,11584,14771,14229,14228,15012,7596,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,17,51,62,92,106,150,189,236,333,462,547,670,748,1073,1180,1238,1316,1491,1939,2141,2321,2774,2671,3035,3313,4645,4303,3396,3933,3841,3945,4156,2268,0,0,0,0,0
Harbin,China,45.803775,126.534967,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3,0,1,0,0,3,0,7,0,0,2,1,0,1,0,0,3,0,0,2,0,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,0,0,3,0,3,0,0,2,1,0,1,0,0,1,0,0,2,0,2,2,1,3,0,0,0,0,0
Abidjan,Ivory Coast,5.3599517,-4.008256299999999,0,0,0,0,0,0,0,0,0,0,0,13,8,13,6,30,22,46,63,109,110,77,81,140,269,279,249,321,407,735,630,1068,950,722,837,1808,1667,944,1064,1068,1146,1618,751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,7,4,10,10,16,30,46,34,47,55,64,93,90,77,102,121,123,151,186,179,181,180,350,327,181,167,213,220,286,207,0,0,0,0,0
Yangon,Myanmar,16.866069399999997,96.195132,0,0,0,0,0,0,0,0,0,0,2,4,0,0,1,6,11,3,4,33,14,13,17,40,46,61,97,171,128,93,36,88,87,75,58,131,83,145,180,350,608,717,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,3,5,2,4,7,8,7,11,16,16,14,15,18,17,17,19,19,22,24,32,46,36,31,52,52,55,58,28,0,0,0,0,0
Nairobi,Kenya,-1.2920658999999999,36.821946200000006,0,0,0,0,0,0,0,0,0,15,43,68,97,98,133,124,163,230,322,441,461,691,850,841,963,1122,1234,1402,1310,1208,1669,1744,1723,1759,2294,4342,4032,2707,3324,3568,4448,5722,4080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,41,50,57,56,74,79,112,171,205,237,286,353,320,375,389,409,445,416,486,476,521,622,615,689,1119,1059,643,804,980,1141,1297,819,0,0,0,0,0
Barcelona,Spain,41.3850639,2.1734035,0,0,0,0,0,0,0,0,32,1456,2415,2743,3010,4515,4653,4514,4966,5316,6510,5984,7360,9010,9992,9953,9015,9285,9962,10978,12634,15104,13186,11642,13864,15570,15540,18974,18659,23912,25561,27073,31004,31399,15244,0,0,0,0,0,0,0,0,0,0,0,0,0,17,619,864,1234,1314,1748,1897,1957,2028,2264,2765,2523,3151,3598,3646,3587,3166,3379,3440,3576,3771,4382,4287,3727,4038,4411,4911,6167,5485,6622,7247,7552,8017,8444,4801,0,0,0,0,0
Alexandria,Egypt,31.2000924,29.9187387,0,0,0,0,0,0,0,0,0,22,54,59,85,53,111,95,160,173,220,295,321,465,643,862,1138,1013,1226,1160,1194,1559,1134,1551,1471,1909,2774,7760,6336,3240,3947,4535,4400,4261,2185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,22,21,49,29,36,38,67,75,102,105,142,183,210,269,261,211,227,247,278,288,309,315,332,418,524,984,934,504,542,585,664,738,453,0,0,0,0,0
Kabul,Afghanistan,34.5553494,69.207486,0,0,0,0,0,0,0,0,0,0,2,8,4,7,5,39,29,17,8,31,31,56,27,65,44,28,45,51,106,118,101,72,179,185,157,364,188,223,349,418,358,695,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,6,3,9,9,7,7,21,9,17,12,20,21,16,28,24,27,27,33,27,40,35,50,83,58,60,80,91,86,87,55,0,0,0,0,0
Guadalajara,Mexico,20.6596988,-103.3496092,0,0,0,0,0,0,0,0,7,462,440,516,568,527,776,915,1030,1230,1571,1433,1789,1860,2536,2420,2793,2582,2755,3247,2855,2996,3509,3243,3702,4209,4330,5635,5917,5491,7265,6771,7737,10618,4306,0,0,0,0,0,0,0,0,0,0,0,0,0,5,187,218,252,264,284,349,410,441,485,637,661,760,807,1001,1031,975,909,985,1005,1025,1051,1178,1126,1240,1294,1496,1988,1894,1755,2292,2241,2455,3024,1546,0,0,0,0,0
Ankara,Turkey,39.9333635,32.859741899999996,0,0,0,0,0,0,0,0,0,121,249,438,635,763,831,1115,1626,1708,1628,1751,2467,3245,3912,4943,5320,4387,5241,5162,6166,9150,6020,5418,7381,9009,11700,20047,20321,22710,27109,22131,24970,21204,10263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,134,205,324,327,401,513,668,716,762,825,1124,1370,1582,1821,1845,1656,1849,1909,2324,2801,2047,2091,2642,3237,4047,5796,5306,5295,5847,6943,7512,7365,3877,0,0,0,0,0
Belo Horizonte,Brazil,-19.9166813,-43.934493100000005,0,0,0,0,0,0,0,0,9,333,608,825,636,743,978,929,851,1021,1201,1248,1449,1494,1696,2167,2248,2525,2922,2852,4409,4338,4705,5654,5233,6027,6696,8617,8608,9944,11593,12740,14666,17420,8075,0,0,0,0,0,0,0,0,0,0,0,0,0,7,137,194,290,281,283,334,366,372,404,433,453,545,550,578,699,666,729,764,769,917,950,1044,1110,1133,1220,1449,1957,1940,2105,2214,2385,2656,3190,1962,0,0,0,0,0
Boston,United States,42.360082500000004,-71.0588801,0,0,0,0,0,0,0,0,106,1266,1947,2257,2469,2841,3532,4349,4177,4819,4991,5118,5869,6660,6984,6477,6990,6404,7778,10726,9603,10882,11261,11387,13320,15834,17029,18896,22969,23682,27596,33542,27404,25305,12501,0,0,0,0,0,0,0,0,0,0,0,0,0,35,667,930,1096,1241,1350,1753,2178,1998,2278,2540,2554,2706,2804,2918,2711,2918,2675,3342,4116,3793,4382,4551,4563,4597,5504,6222,6563,7094,6951,8872,10312,9047,8577,4840,0,0,0,0,0
Xiamen,China,24.479834,118.089425,0,0,0,0,0,0,0,0,3,27,15,21,13,15,23,18,19,26,28,43,32,43,76,36,130,64,94,70,62,31,40,45,37,72,61,52,45,47,66,83,141,161,83,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,6,10,6,10,12,7,13,7,20,11,19,25,15,20,27,20,26,19,26,17,22,28,27,28,27,26,27,29,42,46,53,44,31,0,0,0,0,0
Kuwait City,Kuwait,29.375859000000002,47.9774052,0,0,0,0,0,0,0,0,9,397,893,1135,1263,1192,1164,1228,1445,1535,1868,1755,2318,3375,3474,2853,2568,2485,1924,2563,2988,3384,3634,3553,5233,5498,7606,12848,11240,7074,10118,13310,16666,14814,6040,0,0,0,0,0,0,0,0,0,0,0,0,0,5,181,318,374,448,474,457,435,484,482,543,584,641,869,932,886,769,626,637,691,719,874,879,797,1109,1230,1630,2427,2178,1586,2107,2406,2367,2488,1191,0,0,0,0,0
Dar es Salaam,Tanzania,-6.792354,39.2083284,0,0,0,0,0,0,0,0,0,0,0,6,4,7,14,12,13,29,29,39,43,94,104,83,84,102,187,134,187,167,192,207,299,289,338,774,816,496,991,850,969,1212,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,8,10,9,12,23,28,32,50,52,46,51,51,74,66,86,82,88,88,116,127,123,242,221,148,177,177,177,237,127,0,0,0,0,0
Phoenix,United States,33.4483771,-112.07403729999999,0,0,0,0,0,0,0,0,1,136,92,219,318,226,460,516,397,437,540,559,675,936,889,698,1048,1007,1783,1802,1433,1318,1464,1820,1961,1953,2199,2647,3446,4073,4451,5126,4940,5168,1959,0,0,0,0,0,0,0,0,0,0,0,0,0,1,78,47,142,169,137,269,277,230,228,294,307,324,369,366,358,495,395,568,622,653,593,712,719,731,710,805,1092,1262,1573,1679,1950,1604,2021,705,0,0,0,0,0
Dalian,China,38.914003,121.614682,0,0,0,0,0,0,0,0,3,21,1,6,4,12,3,29,16,14,13,43,28,25,16,17,37,28,10,42,34,32,32,72,32,34,29,34,55,54,71,173,115,38,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,2,7,3,6,6,8,8,12,12,12,8,10,15,13,8,12,11,16,11,20,22,12,19,13,21,12,15,22,33,23,10,0,0,0,0,0
Accra,Ghana,5.6037168,-0.1869644,0,0,0,0,0,0,0,0,0,15,41,32,32,43,63,76,105,127,230,330,562,349,378,638,867,598,795,754,608,623,792,934,893,884,1528,3338,2878,1960,1860,2580,2806,3499,1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,16,23,17,35,32,39,62,91,131,137,140,144,174,199,182,212,227,216,194,220,254,292,311,380,640,576,382,431,499,538,638,340,0,0,0,0,0
Monterrey,Mexico,25.686614199999998,-100.3161126,0,0,0,0,0,0,0,0,9,378,609,770,864,869,1144,1235,1604,1722,1826,2591,3033,3337,2995,3757,4189,4140,4291,6021,5979,5517,5374,7004,7596,7980,8128,10401,12432,11514,14397,13781,16085,16835,7581,0,0,0,0,0,0,0,0,0,0,0,0,0,5,196,262,323,351,380,490,567,693,686,799,1050,1194,1403,1299,1458,1615,1575,1483,1849,1854,1875,1858,2195,2355,2452,2694,3196,3445,3415,3902,3983,4298,4359,2436,0,0,0,0,0
Berlin,Germany,52.5200066,13.404954,0,0,0,0,0,0,0,0,95,612,988,1223,1032,1123,1233,1083,2022,1847,1798,2009,2075,2088,2000,2075,2417,1996,2667,2573,4127,4876,4737,3735,3656,3699,5860,6445,6279,7033,8227,9605,13214,12746,6492,0,0,0,0,0,0,0,0,0,0,0,0,0,23,304,378,495,443,459,588,557,825,814,859,914,899,964,918,944,908,868,1059,1057,1277,1405,1439,1360,1454,1361,1526,1864,1808,1951,2333,2504,3360,2950,1902,0,0,0,0,0
Sydney,Australia,-33.8674869,151.20699019999998,0,0,0,0,0,0,0,0,117,955,1511,2100,2309,2347,2594,2484,2515,2575,2752,3001,3185,3651,4068,4101,4230,2943,3931,3604,4099,4036,4569,5414,5674,6554,6456,8131,9471,8081,10590,9608,10718,10097,4478,0,0,0,0,0,0,0,0,0,0,0,0,0,26,445,638,837,898,843,1006,996,1053,1122,1127,1139,1316,1398,1552,1573,1658,1242,1474,1353,1553,1591,1754,1832,1851,2191,2332,2980,3006,2617,3259,3137,3363,3206,1763,0,0,0,0,0
"Fuzhou, Fujian",China,26.074507999999998,119.296494,0,0,0,0,0,0,0,0,2,1,23,2,0,13,23,14,12,14,12,18,50,56,22,29,46,37,26,80,41,31,24,37,38,45,30,59,70,128,158,115,162,50,59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,2,0,8,5,8,8,10,10,7,17,18,7,12,10,14,13,16,15,17,14,18,17,24,15,19,18,20,22,25,27,21,20,0,0,0,0,0
Medan,Indonesia,3.5951956,98.6722227,0,0,0,0,0,0,0,0,0,8,17,72,85,108,103,109,254,475,601,952,995,1038,1789,1913,2336,2311,2679,3569,4390,5902,8949,6474,6683,9407,10627,14049,14195,12971,14630,15396,15116,12632,5870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,26,45,56,62,57,114,165,238,319,318,402,480,636,790,750,887,1170,1399,1648,1739,1881,2052,2530,2776,3851,3675,3139,3532,3461,3463,3401,1879,0,0,0,0,0
Dubai,United Arab Emirates,25.204849300000003,55.2707828,0,0,0,0,0,0,0,0,5,182,336,406,492,523,625,598,690,776,882,1909,1261,2407,2684,2693,2388,1774,2199,2533,2947,2507,2292,2743,2674,2905,3640,5539,5763,4364,5363,6612,7624,6575,2540,0,0,0,0,0,0,0,0,0,0,0,0,0,3,90,153,203,224,232,297,294,305,316,328,515,464,723,697,865,875,704,759,778,858,854,689,940,946,1162,1233,1774,1758,1330,1777,1941,2003,1917,785,0,0,0,0,0
Busan,South Korea,35.17955429999999,129.07564159999998,0,0,0,0,0,0,0,0,0,123,146,319,443,351,346,375,346,256,576,803,737,1145,777,1165,1224,1205,1248,1225,1391,1083,1290,1085,1221,1259,1808,6152,4884,2165,2503,1659,2302,2894,1315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,91,181,220,168,159,184,149,160,174,273,267,301,314,427,328,329,316,257,278,300,285,272,303,368,393,795,662,330,327,310,438,442,228,0,0,0,0,0
Rome,Italy,41.902783500000005,12.4963655,0,0,0,0,0,0,0,0,41,642,1042,1834,2100,2782,2951,2979,3018,2793,2851,2009,3301,4125,4084,4583,4204,3959,5314,4967,5810,6857,6754,5037,6869,8082,11963,12782,12554,14879,18797,19261,20240,19334,8283,0,0,0,0,0,0,0,0,0,0,0,0,0,14,282,460,722,775,1077,1206,1281,1320,1268,1269,982,1371,1583,1657,1832,1628,1537,1890,1861,2059,2344,2331,1642,2000,2107,2506,3157,3007,3287,4189,4408,4371,4846,2391,0,0,0,0,0
Melbourne,Australia,-37.814107,144.96328,0,0,0,0,0,0,0,0,42,736,1108,1534,1596,1650,2202,1884,1758,1849,1950,2217,2510,2641,2720,2674,2931,2269,3359,2578,3246,3317,3663,3988,4063,4543,5385,6876,7821,6320,8892,7947,8300,7633,3517,0,0,0,0,0,0,0,0,0,0,0,0,0,22,369,495,646,720,693,994,894,862,890,915,963,1042,1159,1242,1142,1251,1075,1231,1108,1201,1351,1528,1530,1569,1727,1874,2529,2592,2136,2909,2790,2809,2586,1481,0,0,0,0,0
Cape Town,South Africa,-33.9248685,18.424055300000003,0,0,0,0,0,0,0,0,3,142,232,337,282,276,394,493,480,491,575,672,740,988,1136,1236,1262,1292,1435,1273,1734,1923,1760,1600,1985,2368,2577,4718,4616,5408,6185,5947,6935,5699,2541,0,0,0,0,0,0,0,0,0,0,0,0,0,2,63,86,151,142,148,188,190,182,197,234,304,346,406,474,534,554,507,598,539,645,572,636,612,720,819,950,1397,1231,1350,1522,1362,1423,1367,726,0,0,0,0,0
Jinan,China,36.651216,117.12,0,0,0,0,0,0,0,0,0,1,5,1,2,3,2,8,3,2,2,0,1,0,4,3,6,6,4,12,14,19,11,6,16,7,12,11,11,4,10,30,11,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,3,3,1,1,0,1,0,3,2,4,5,3,5,6,7,7,3,7,4,5,7,7,4,5,12,6,4,6,0,0,0,0,0
Ningbo,China,29.868336,121.54399,0,0,0,0,0,0,0,0,3,8,3,9,6,4,7,3,4,3,5,12,27,28,23,29,19,27,19,30,37,25,46,34,16,20,24,45,34,103,40,56,48,61,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,1,3,3,5,1,4,3,5,10,13,15,13,17,14,13,8,15,14,19,23,21,14,14,15,15,16,18,18,25,21,23,13,0,0,0,0,0
Hanoi,Vietnam,21.0277644,105.8341598,0,0,0,0,0,0,0,0,0,59,116,235,350,310,298,387,347,313,310,370,259,433,708,933,582,439,675,804,608,738,822,898,1088,892,1274,1711,1278,837,1153,1510,1469,1213,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,54,87,94,115,139,155,141,148,151,166,155,150,172,251,199,184,201,228,229,214,256,281,239,261,301,416,353,277,310,375,370,328,174,0,0,0,0,0
Naples,Italy,40.851774600000006,14.268124400000001,0,0,0,0,0,0,0,0,0,165,277,606,634,795,783,1127,974,783,857,560,887,1152,1067,1213,1090,963,957,1546,1405,1384,2148,871,1716,1754,2372,3458,3649,3715,4702,3997,4975,4708,2142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,119,242,268,313,357,493,424,336,373,281,372,428,421,488,439,330,335,416,497,513,485,409,480,519,585,856,740,776,826,880,955,956,476,0,0,0,0,0
